saneha
hemlata
monika rani
neha
reema jha
kumari meera
raj kumari
yashika
aarti
tapsam
sapna
khusboo
ishika
partibha
narbada
kumari manju
anita
rinku kumari
pooja
sandhya
renu
deepika
kanchan
spana
sapna
rita roy
manju
reshma
samaiali
heena
manju devi
priyanka sagar
samreen
himanshi
mamta
reena
pankaj
roshan
gul afshan
shana
nagma
usha devi
mamta
tanuja
rishu
gunjan verna
noor jala
""
varsha
anjali
khusbhu
khusbhu
reshma
sushma
lakhi devi
nayana kumari
nirmal
bhawana
preeti
reema
jamrujaha
anju devi
puja
durga devi
ruchi
aruna with children
chanchal
chama ( with child dependeri age 2 years)
deepa
poonam
poonam
gulafsa
manisha
babita
seema
smt ladidavi
khushbu
sunaina
gulista
kumari deepa
priya urf laxmi devi with her son
manisha
khushbu
komal
vandana
jyoti devi
payal
kesnata devi @ rajni
matul  devi
nainshi
mubshshira
sona sarkar
neeru
poornima
km. guddi
sunita devi
laxmi
shayra
neelam mehta
priya kumar
sashi
himani
sazi
rashida khatoon
radhika
""
ruzina khatun
kajol
manisha
jyoti
rukmani
radhika
shabana
geeta
sarita
poonam yadav
neelu
rangeeta
shahnawaj
rimpy
rekha
saroj devi
seema chauhan
kumari gori
chumki
pooja chawriya
jyoti
virjiniya
laxmi
gulfasha
nirmla devi
kavita
saanu goyal
smt kaushalya
divya bharti
varsha
nisha
apsana
heena
priti yadav
bharkah
deepali
heena
priyanka
""
muskan
mudsay
rubbi
nagma
ruksar
komal
smt. sushma
alka
smt. chancal
ruby
kusuma
himanshi
smt. sushma
sumnesh
neha
heena
shivani
reena
lali @ deepa
zareena
minakshi
aarti
karishma
swati
mamta
priyanka
seema
preeti
usha
jasoda
poonam
shathi davi
nimla sharama
menadevi
sut. suman khatik
sameem
shrishti
bharti
jyoty
gudya singh
sunita
meena
pooja
laxami
meghana
kangana
garima
nandni
lalita devi
nazrin
saraswati
bhatri
rakhi
mobsheera haider (shadiya)
pooja
montu
montu
kajal
pinki
madhu
mudrika
radhika
madhu
devi sharma
shivani
muskan
poonam
sonia
gytri  garg
shashi @ kajal
suganti @ sonali
swati singh
laxmi
nekki
rajni
poonam
khushi
kureja
anupama
anupama
sheetal
rekha
deepika
gyatri
raj rani
ridhima
rekha kumari
nisha hajra
naseeba
isha naaz
shivani
jeenat
ruksana bano
soniya
sarita
biwa kumari
gayatri
ridhima
sunita verma
komal
kanchan
megha bansal
neni
sangeeta
surjeet kaur
tina
swati
nisha kapoor
""
shivani
parwati
anjali
kanta
priyanka
prema devi
maya kumari
sajida
disha
geeta
minakxi
munni
smt. vidhya tiwari
nisha
pooja
ranjeeta
smt. shweta gupta
anam
vibha
roshan
krishna
asha devi
resham yadav
pavitra
manpreet kaur @ preet
rekha
bigan mehto
lalita
razia
pushpa
aman jeet
aman
indra
devi kanwar
neha
sunita
neetu
manju kumari
parul
mansi
sabbo bano
bimlesh
chhabi rani dass
rubi
pooja
anshu
bindiya
manisha
rajni
pooja
santosh
seema
seema
tara kanwar
sarojini
phulkana
kiran
sapna
krishka
ilema
sonam
khushi
sahar bano
sahiba
rita
pinki
nisha
chandni
chandni
himanshi
sunita
akansha
gayatri @ rani
pooja
nisha
bimla
rada
maya
rahina
parvesh kumari
manorma
sapna
neha
kirti ahuja
alam aara
priti rawat
suman
kum  mamta
tamsa
hoor bano
bhawana jat
sunita with her daughter
sangeeta
sangeeta
harneet kaur
harneet kaur
roshani
radha
deepa
mansi raghav
jyoti
pooja
sarita devi
laxmi
vimla
preeti
sukhbir kaur
seema
saveta
rakhi chauhan
rani
kafia
minakshi
smt sarita
shabana @ gudiya
madhu @ anita
rubby
ankita kanwar rathore
meera
manisha
chand mundari@geeta
kinya devi @ pinu
pooja
shikha rai
kajal
priti
kanika sharma
pallavi
sakshi
asgari bagam
mumtaz @ babi
ruksar
kavita harijan
sunita
anupam
karishma
parniti
ruksar
pappy
raziya
payal
neeru
anita bai
mohini
diksha rani
jamila khatoon
preeti
sabhana
durgash urf mahi
smt laxmi
rupa verma
km varsha
ankita
seema
namarta
guddi with 02 children
phoolmani
yogita
shiwani
parveen khatun
kajal
saroj
anju goyal
jyoti
renu
seema
naseem
hemraj
sonia
pushpa
ramwati
imrana
vaishali
jasoda
kripya minch
pushpa sahu
chanchal
sonam bano
savita
rashika
priti
chanchal
poonam
priyanka
bilke khatoon
sarita
kajal
punam
krishna@manisha
kavita
madhu
kulli devi
kali
komal berwal
kumari radha
chotti jha
sivani
monika
shamima
smt. muslima bibi
rama sharma
jyoti
ranju devi
sunali
zahira
purnima gosawmi
ruksar
kajal
suman
anshul
nisha singh
anjli
himansi
reeta  and her doughter surabhi
manisha
neelam
dharmshila
hemani
mamta
shivani
sunder munni kumari
sunder munni kumari
santosh
smt. lalita devi
sangeeta mahali
pooja
reena
"ranjita devi and his son priyanshu age 2,1/2 yrs"
sareen bano
sonali
soni
gyan devi @ biba
seema
preeti
neelam devi
neetu
vinod gupta
meena
mamuni
raja devi
neha
jyoti pandey
paramjeet kaur @ aasha
padma
puja
anjali
jaya saini
mamta
aarti
anjali
vaishali
savita
poonam mishra
komal
madam sahnaj
laxmi devi
jeta
naveena
anu jain
pooja
padma devi
puja chauhan
poonam
vinod devi
ram pyari
kali
sumitra
anju devi
minakshi
komal
roshni
pooja
subhdra kumar
shallu
rinku kumari
ahsamin @ juhi
vandna @ krishma
janki @ soni
sweety
""
ku. seetal rawat
kiran @ vina
kanti devi
maya devi
labbhi
shabnam
bhawana
kamlesh
kumari aasu
smt gulkasha
neha
deepa bhatt
jyoti
harpreet kaur
gauri
asha
kavita
meena
muskhan
arti
annu sharma
neetu
sangeeta
kusum
smt shimla devi
santoshi
vinod kumar
nurbi
anil kumar
ramli rathore
sunita
beauty khatoon
sarvesh
poonam
praveena
reetu
lalita sharma
munnadevi
smt panchi devi urf sita devi
rekha
sabina @ faiziya
kanchan
mayuri
aarti @ noni
jyoti
suman
maheshar jahan
sushma
pinki
sukenta
sanjana
versha
reetu
soni
geeta devi
suman
maya bai
muskan
rozi sharma
sheetal
manju
aarti
jyoti
sajia
shivani
babita
kiran
deepa
shaving khatoon
komal
smt gita
monika
saroj
bitoo devi
genda
hemlata
priyanka @ khushboo
priyanka @ khushboo
vidhya
smt neelam
jyoti
aditya negi
smt. rashni
gajala
kanta sharma
ravinder kaur asha
rukhsar
manpreet kaur
rehana praveen
babli
komal
ritika
ritu @ shallu
meena
kiran
rakhi
anita devi
bhuri devi
renu
mamta
preeti
pooja
amiraka
""
malvika
priti gujrati
seema
chanchal
gotiya gurjar
lalita devi
pooja
shveta
""
reeta
kavita
yasmin
nirvat
monika
pooja
pooja
divya
aaysha
preeti chaudhary
reena
shikha
manisha
sunita
shahna
dhapu bai
anjali
mausam
jyoti
neha
varsha
sarita devi
priya
ridhima
naraini devi
poonam
sapna
sunita
smt shasi
smt. lalita
chinki kanwar
naryani devi
sita devi
jyoti
geeta
rachna
jagrti
niti
rekha
manisha
aarti
kajol
neelam
pinky
pinki
tarun
pooja
km0 mamta
sumirta
laxami
anjila
smt. parvti devi
mamta
priyanka
renuka
anita
kajal
rajeshwari
savina
sapna
shaifali
ekta
poonam @ neelam
sunita
tanya
beauty dass
aayana
ranjana
anju kumari
shabina
dipika
urmila with child
komal
jyoti joshi
smt vinod devi
doli
ruksana
arti arora
dimple
khusbhu
soni
himansi
sobha veshy
nasim bano
shaifali
smt. nena devi
sangeeta shah
farhana
santok luhar
kajal
bhawana
rekha
anuradha
aaradhana @ priyanka
harshita poswal
laxmi
nabila
kavita devi
reshma
mamta@lalita
shakuntala sharma
santosh
sony
bobi
aradhana @ radha
baby
seema
nisha
nisha @ ninu
anuradha
miss geeta salvi
miss kamlesh
indra
smt. seema
anuradha
parvesh
poonam
marya
laxmi
rojmen
komal kumari
neha
sugna
radikha
meeta sharma
anuradha
minakshi
manpreet
saniya
savitri bai
farheen
naina
shanichari
komal
monika  kanwar
sangeeta @  pooja
suman
neha
priyanka - pinki
kumari ritu
manisha
krishna w/o hiralal
iqrar
gali no 5/4 samta vihar m. pur part ii delhi
nisha
reena
tanvi raheja
divya
hema khatun
neelam
koshal
sunita
radha
babita
komal
haseena
rajkumari
mamita
payal
soniya w/o jauhar
meenakshi
neetu
tapsya tyagi
pooja  d/o
mrs. leela
rekha
anjali
supriya
pinki
smt akhtri begam
muskan
gayatri
ashanjali
pooja
marjina
poonam yadav
richa
rizwana
salmakhatun
beera
nargis
malti
rubi
seema
pooja taneja
ramdulari @ gulabu
sheela
preeti
jyoti
kumari kanta @ kajal
usha sen
gauri
"preeti d/o daulat ram r/o a-629, jj colony madipur"
preeti singh
gajala parveen
ruksana
ranjana singh
jayanti @ pooja
neha parveen
nashrin and her daughter jannat (both)
sagita@harsita
hyatun mulla
himani
arti
ms irshrat
ms. deepa
manisha @ mansi
anita
sunita
suman
firida
neha
salma
maya devi
disha
rajwati
manju
priyak davi
tuba fatima
rekha
smt kanchan devi
radhabai
renu rajawat
pooja
ramila bai
najma  & asma
najma  & asma
sunita
muskan
noor subha @ heena
sunita
sunita
sunita
sunita
payal
devender kaur
rekha
shusila devi
ameera lakra
kavita
sona
neelam @ munni
pooja
vinita
pooja gop
pooja ( with child )
mahadevi
veenita
poonam
atta
shivani :yadav @ shalu
dhola bai
vijeta sexana
ku aachal
sangeeta
kajal @ shagun
gudiya
sajiya katun
mooli
paryanka
rekha meena
jyoti
laxmi
shanti
nikita
naveela
sundga
farzana
mona
gulnaj
meena
shahin
kiran
anita
amrita
marjina
kamana devi
ram kali
chaya
shanti devi
babita
komal
yukilal
urmila
lalita
smt sanjana
shahin
reena
madhu
miss leela
aasha rani
chandni
rozi
shanti
joyti
priyanka
renu gupta
krishna
w/o kundan kumar
chander prabha
sushmita
""
muskan
paka kanda swamy
sanju urf sanjya
savitri
muskan
prinka jha
parveen
babita
pinki
rajni
shipra
km0 komal tomar
sony @ madhubala
mamta
mamta
sama
jyoti
aafrin
gyaan kanwar
sharda devi
muskan
manisha
jyoti
aarti
manisha garg
komal @ manju
deepa
versa
huma @ nureen jahra
aarti
meena
anjara @ vicky
sarla
meera devi
masuma khatun @ manju
poonam
jinat
sonali
shivani
deepika
nisha
pushpa
urmila
sunita bai
ravina
shivani
sandhya
smt. kavita
jyoti
smt sunita
kumari priyanka
shabana
diksha or beby
chameli
anam
preeti
madhu
chanda kumari
payal
rashi
yogeshwari goyait
sweta kumari
sonu
santi devi
maya devi
nisha
nisha
rakhi
sweeti
shital
nosi
nosi
pinky verma
geeta
rita gupta
safila
robi
kamlesh @ gordi
pratibha
aashi
suman
ladli
partibha
mangubai
reena
kusum
rukhsar
anita
sabiya
devi saraswati @ sapna
raj rani
reena jain
sapna
aarti
harshita chobe
simran
komal panwar
ravina
kamlesh mehto
shanti devi
simmy m.no.-7206252659.
rakhi
ku. meena
tulsi parashar
smt. asha
meenakshi
rekha
poonam
anita
ekta
bharti
maya
rubi
shanti
chanda
anjali
neha
kiran
smt.sushil w/o fateh singh
""
anjli
rekha urf annu
babita
chandra kala
yogita
khusbu
sonali haldar
urmila
laxmi
neeru
manju kumari kalbi
kiran
smt munna kumari
maya kvr
shalu
asha
ganga devi
ashwani chhabra
bhumika chettri
parveen
asharani
arsi praveen
mamta
gauri
gayatri devi
munna kawar
sonia
seeta
deepa
sarita
mamta
mansi
ramesh roat
kanku dendor meena
varisha
payal
kavita
bindu
anita
bhawna
suman
bindu devi
vandita
niru
jagviri
pushpa
sangeeta mishra
sanju
bhuri vishnaw
samreen
saveena
ramkali
bindu
manisha
mona
savita devi w/o sandeep patel
tarannum @ arshi
smariti
savitri devi
mamta
roshni khan
pooja
tahira
rubo kumari
pooja
dulari
monika tyagi
kali devi
nand kanvari
rashmi
sayara
kiran
pooja bhandari
tyara
sudama
sushila
gyarsi
sonia
seema
neha
bala devi
julekha banu @ sitara
suman
urvarshi
renu
kalpna
nagma
aarti
geetu
nandani
bahalen angriya
priya
rashmi
bhavana
sangeeta
abida
anju
kumkum
kajal
jyoti kumari
anju
renu
manoj kanwar
guni divy
asha devi
kali charan
nazreen
rajni
rajni
rinki
sameena
nirmala
ankita singh
smt. savita
shima
smt ganga
smt sanju
sonu
saaniya
pratibha
dixya kanwar
sapna
raminder kaur
monika
aaysha
sikha
kajal
ragni
rachna
gurpreet
nena
bimla
aaysha
anju naagar
gaytri devi
rani
preeti
shiwani
kusum
rita devi
radha
manju
deepanshi
narbda
neetu
ganga
mamta
asmit kaur
kumari reshma
pinki
preti
priti
puja
kanta
sima
eshavarya @ prachi
komal
bhawna
sapna
anarkali
rajni
sunita
manlisa bairwa
afarin
bhagya shree
komal
afsana
alema
kajal
sudha
risabh
bhumika
babita
paro
pinky
ritu
sapana sharma
chandra
muskan
bhawana
shivani
ambika panwan
monika
yashmin
rachna
heena
lalita
bhagwati
reena
manisha
kusum
sumalia
soniya
reetima
dharma devi
manju
shanti devi
neha
sunita
mamta jha
sangeeta
anju
joyti sharma
hadisha
suhani singhal
meenu
pooja
deepika
sangeeta devi
rupa
barti
poonam sharma
onginye gift okofor
vimla
reenu
yashoda
kumari manjeet
anju devi
sharda
nazahat
neelam
smt. shakuntala
asha & harshita
nency
chanderkala
mamta negi
kawal kumari
lad bai
bhawna
farzana
sarika panjawani
gudiya
smt kamlesh
durgesh
jyoti
sanna
vineta
varsha
muskan
sonam
anita with her 2 children namely ramesh and siraj
vinita
kishmat
sunita
smt salina @ shasina
komal
vimla devi @ rani
anjali @ nanu
tamnna
kiran thapa
nishu
bharti
lakshmi
shilpa
laxmi
sarita devi
ishika
priya rawat
barkha
kajal
gulshtab
suchitra
saira bano
durga kumari
rajkumari
geeta
pooja
kajal @ sunita
nikky singh
smt asha
sabana bano urf baiesa
pooja
dhakhadevi
smt. sita
rakhi
ambiya
jyoti @ gudya
premwati
premwati
pooja
pinki
nisha
miss kanika
nargis
preeti devi
aarti
kajal
deepali
sushila
ranjana mukharji
k munni rab
sonali
amuda
shakeena
khairu nisha
sushila
mamata
renu
pinki
resham
kumari nenu
kanchan balai
sonaki devi
shila devi
smt. krishana devi
smt. resham
sudama
pooga
alahbasri
ajmeri jaysmin
jyoti
preeti
krishana bhandari
anita
arti
sangeeta kumari
karamjeet
rajkumari
smt ruby devi
ku rube
hina
suman
kajal
shivani
samreen
deepika sharma
varsha garg @ hunny m.no.-8901040854
gaytri bai
suman
partibha
renu
sashi kala
rajshree
sitra
laxmi
kumkum
sano devi
aditi
similata
sadhna @ sabi
rekha harijan
jyoti
raveena
fareena
farina
roshni
beena
sumentra
kumari sahista
manju
nanda devi
soniya
durga
mukti
manju
poga
gulsana
annu
manjeet
bhatari
rubi
soni
monika
niranjan
arti
shahnaz
deepti
arati
nikita
suman
pooja soni
reena
shikha
soniya
shiwani
madhu
komal
sunita
roshan aara begam
neha
neha
yashika
roshanara begam
rinku d/o harvir singh
meenu
nasim
smt. kushma devi
pushpa devi
shiba
pavi
sunita
varsha
sheela
anjali
gulfsa
mona
kherul nisha
hina parvin
jyoti
pooja
rozi
suman
preeti
sanju bai
garima
pooja handa
ashra kaushar
shabana begam
anjum
anuradha
aarti
reena
smt sushma
arzoo
shiva bai
sapna
huseni bano
sonu
smt.sehran
kajal
niru
maya
khusboo
raveena
rachna
rinesh
meenu bahadur
kumari sanju
harmit kor
reena
pooja
geeta rani barman
meena
rena bai
preeti
manisha
aanchal
kajal
madhuni haldar
kanchan
kumari manju
nargis bano
smt. seema pandya
ku. neha raj
suman rani
anju bala @ sunaina
sonia devi
sunita
nitasha
antim
bharti
kajal
divya
sushila kapoor
ganga
madhu
neha verma @ deepa
bharti
neetu
rakhi
komal
pinki devi
aarti
rihana
manisha
juhi
madhuri bhandari
amina begam
pooja devi
kumari arti
manisha
manka
manni bai
priyanka tirki
radhika
jyoti
pinki
radha
sushma
laxmi
anita devi
amasi munda
sandhya
lata
chandani urf chanda tara
tanushri
sapna
komal bharti
santosh kumari
babli
maya
khushbu rani
seema
rani
ramwati
bakila w/ o ankil
juna d/o prem bahadur
namita
roshni
heena
poonam
soniya
laxmi
neelam kaur
urwashi
khushboo
lisha
rinki
mamta bai
madhu
neeru
satwanti
neetu
archana
kajal
savita
archana
shanu
neelam
seema
namra parvez
aasma
dev kanwar
munni devi
kanta
seeta devi
twinkal
doli
vakila
jyoti
rani
saneha sharma
rajani
arti
harprit
nisha devi
gaytri bai
ruchi
komal
kumari jyoti
preety
rani devi
rubina jahan
smt gulista
pooja
pooja
bhavna oad
birmadevi
simran bhishat
laxmi sharma
sufia
sapna
barkha
sonali urf juhi
renu
chahat
sita
krishma
muli
roshan
heena
jyoti
lalita
firdosh bano @ asha
soona bai
smt seema
renu
kumari anjali
smt sudesh davi
premlata
sheetal
manormapal
kismat/ sngu
suman @ sabnam
priti
sangeeta
sangeeta
megha bhasin
mahak
alapna
rekha
rekha
parveen
goldy
mohini singh
rajni
mala witrh two child ritik age-3 & rohan age-6 yrs
arti
kavita
rubi
sehnaj
alseepa
anita
jafrin
leela
diksha soni
ram singh
kavita
vandana
hema aikka
aashiya
laxmi
diksha
anjana mahajan
vinita
mariyam
anju
najrin @ soniya
sitara  khatun
chand tara
darkash
noor jah
manju
sunita
tarnnum
anjali kiski
shiv devi
ruksana
reena
tumpa das with a child roma das
babita khatoon
mohseena
khushboo sharma
shanti bai
tulsi
dayawati
rukmani
mamta
nirmala
manju
laxmi
geeta devi
himanshi
sanjna
shahnaz khatum
chanchal
muskan@ruksher
binnu
kamla devi
tumpa
roshani
laxita
piryanka
runiya
jharna
sakila
nirja
smt. sobha
jyoti gosyami
mangi bai
versha
maya devi
suntia
kamlesh
divya sharma d/o om prakash sharma
jaspreet
ramdulari
nagma
sandhya
rimjhim
anita
soniya
jyoti
nagma
shruti
renu
chaya
laxmi
shadhana
reemi sarkar
varsha bagalia
sabnam khatun
hini bibi
sangeta
sarita
bharti devi
savita
sushila
nirosha
kavita bai
smt. madina
smt. kanchan devi
uma
renu
sama parveen
asana
archna
shashi
arsi
meena kumari
kajal kumari
jyoti
saroj pandey
neha
geeta @ komal
anjum
anchal
kosar bano
soni
varsha sharma
megha das
kalyani kumari
sushma
anju
unknown
sunita kaur
neha
payal
payal
payal
shabana
sonu
meena devi
km0 moni
bhagwati
poonam
uma
rajiya
neha
saviha
archana
surbhi
paramjeet kour
asha devi
nikita pahlwani
rekha
sangeeta
jyoti sharma
anju
kavita
sumitra devi
rashi bansal
kavita
suman
tina
kalpna singh
uma yadav
geeta saini
aazadi@jully
maina @ meenu
sema devi
aarifun bivi
smt deepanshi
raj kumari
radha
priti
preeti
sultana begam
smt. seema
smt. preeti
geeta
rita rani
rajeshwari
neelam
madhuri
suman kushwah
anushka kanwar
renu
neelam
rajni
gita
reetu
babita
fakiri
alina
frra
tripti rawat
chanda devi
snah lata
rekha vays
pinki
nehal
lata sharma
varsha
kirti
neha
nusrat parveen
lali nisha
sunita
laxmi
naseema
babita
sheela
zina kumari
pushpa thapa
usha parmanand
devki
shkuntala
swati
smt surbhi
deepa
simranjeet kaur
shakuntla
vishal
kumari jeda
sabenoor@tamanna
rukhsar
suman
anusoya
ashman praveen
aruna
ramkali
riya kashyap
babita
neetu
suman
reena
reena
kanti devi
payal ahari
deepa singh
inderjeet kour
sabeena
kanchan
heena
aasha
smt devli
smt kala
nandu bai
kawita
smt narmda
monika
priya kumari
geeta
khushi
rabina khatun
vimla
habiba
rashmi
imrana
ruby w/o
phalguni
manisha bhardwaj
arti
akash
shanti devi
marti kalasua
pushpa
vimla
priyanka
rubi devi
nisha
veena tandan
baby
spna
mehwish
priyanka
jeba
jasmen
anita @ manju
barkha
varsha
manisha sharma
asha
fareen
bhanweri
rupa
meenaxi
preeti chopra
tanya chopra
veronika bhinder
gudiya
kumari payal sharma
kumari puja
sunil kumar
sumanthra
rajni
gyarsi devi
smt. asha
anshu gupta
durgesh suman
rajiya bano
saalu
pushapa
anjana kumari
savita @ guddu
rinku devi
kajol
priya
aarti
rekha
aarti
noor jha
pooja
noorjaha
smt renu
sumitra
rekha davi
himanshu
sapna
farjana
husainpreet kour
sonam kumari
poonam
poonam
smt anita
kavita kumari
pooja
pooja
suman
laxmi
annu
rafat yashmeen
gulsan khatoon
tannu
jyoti
mamta
babita
jyoti
manish
sakshi @ soniya
annu
manju
priya
divya kapoor
vineeta
durga bai
parem devi urf gothi
seema
pragti
poonam sharma
pinki
nimmy
priti tomar
pooja
ishika
roshan bai
salma
simran
sushma rana
anita
suman
sudershan bala
swata mishra
pinki devi
rekha
aarti
reena saini
kashish
jyoti
suman
lalita
nidhi
jyoti
jannat
shreemati nirmala padwala
kumari vinita
smt. lalita devi
parwati devi
jyoti
sona
ms. jayanti (maid)
karishma
shanti bandiya
kajal
jyoti
nisha
mishbha sams @ simran
pooja
meenu
ganga devi
durga
sheetal
kajal
veena sharma
sona bai
muskan
meena
smt nisha
mona
hailena
mamta
ku rangeeta
shalu
pinky
bandana
sushila
kumari sonu
kamlesh
krishna devi
""
mohsina begum
jomiya
gauri rana
priyanka
mushkan
babita
archana
gopi
suman
jiya batra
poonam
gudiya
deepti bhargav
kumkum
babbu singh
sahana
rubina
shahina @ moti
rini
priyanka
minakshi
smt. pinki@malti devi
kumari rachana
pinki
lalita kumari
neha
hina @huma
pooja
javitri
amisha
panchuri
jyoti @ muskan
deepanshi jain
ruhi khatoon
radhika
kiran
aanya @ china
sangita
preeti
gendi
poonam devi
sus shri  aalabndi
sus shri  aalabndi
shabbenour
shalu
kavita
gango devi
neetu
saroj
nidhi
lata thakur
pooja
sosri bai
kavita
jyoti
asha
mamta
anjli
mamta
priya @ sonu d/o
shama parveen
noor bano
susma
neha
shanawaz@heena
joyti
radha
poonam
jainab
renu kumari
mohd aslam
uzma
nargish
mamta begam
deepa shersht
priya @ sonu
heena @ huma
hansa dave
vijay kumar
kamlesh kanwar
kumari praya
chanchl $ ghuddi
neema rebari
nisha
sinaa bnau
mamta
komal
soni khati
nidhi
jashgul kaur
hemlata
maya
pooja gujar
meena
shweta
alisha khan
""
meenu
geeta
preety
nagma
anisha
sandhya
swati
saraswati
sheela
muskarn
saru
nargish
murjina
bina bai
honey
lovely
priya
shabnam
paramjeet kaur
sabana
anjali
suhana baano
deepa
jyoti
ruby
jyoti jingir
preeti
smt rajni
anita
laxmi devi
km vijeta
rubee
kajal
pinki
balalia ngadong
balalia ngadong
surekha
manno
komal
sabnam
shobina
rani
nikki
rinki
suhani devi
deepa
pooja garg
joity
laxmi
sonam sania
foranta
pammi
menu kashyap
sania parveen
sania parveen
sania parveen
tania parveen
smt. kanya devi
ku. kamla yadav
anuradha
swati
priyanka das
ruckmani
takshila arora
rajni
payal
shivani
nasima
anita
anita
suman gungi
sulekha
kanchan
sweta sharma
munni devi
saraswati
saroj
reshma
neha
puja yadav
saroj
bhawana @ shannu
anjum
shilpi
sidhi
pinki yadav
seema
smt reena
amrit pal
shiva
nirmla
bhanu priya
swati
manpreet kaur
tannu
kaushal
sitara
meera devi
rita jain
seema
manju @ taruna
kiran
shabreen
laxmi sharma
sanjana
sandhya
kiran and maya both sisters
tannu
ritu
shabana
smt. udi
smt puja
usha
